LOCATION,fecha_diagnostico,value,fecha_csv
ALL,2020-04-28,124,2020-06-17
ALL,2020-04-29,147,2020-06-17
ALL,2020-04-30,135,2020-06-17
ALL,2020-05-01,140,2020-06-17
ALL,2020-05-02,102,2020-06-17
ALL,2020-05-03,103,2020-06-17
ALL,2020-05-04,119,2020-06-17
ALL,2020-05-05,182,2020-06-17
ALL,2020-05-06,198,2020-06-17
ALL,2020-05-07,236,2020-06-17
ALL,2020-05-08,202,2020-06-17
ALL,2020-05-09,250,2020-06-17
ALL,2020-05-10,199,2020-06-17
ALL,2020-05-11,263,2020-06-17
ALL,2020-05-12,288,2020-06-17
ALL,2020-05-13,324,2020-06-17
ALL,2020-05-14,304,2020-06-17
ALL,2020-05-15,396,2020-06-17
ALL,2020-05-16,339,2020-06-17
ALL,2020-05-17,240,2020-06-17
ALL,2020-05-18,390,2020-06-17
ALL,2020-05-19,527,2020-06-17
ALL,2020-05-20,614,2020-06-17
ALL,2020-05-21,745,2020-06-17
ALL,2020-05-22,808,2020-06-17
ALL,2020-05-23,610,2020-06-17
ALL,2020-05-24,503,2020-06-17
ALL,2020-05-25,548,2020-06-17
ALL,2020-05-26,646,2020-06-17
ALL,2020-05-27,715,2020-06-17
ALL,2020-05-28,766,2020-06-17
ALL,2020-05-29,837,2020-06-17
ALL,2020-05-30,687,2020-06-17
ALL,2020-05-31,542,2020-06-17
ALL,2020-06-01,841,2020-06-17
ALL,2020-06-02,922,2020-06-17
ALL,2020-06-03,927,2020-06-17
ALL,2020-06-04,869,2020-06-17
ALL,2020-06-05,960,2020-06-17
ALL,2020-06-06,1090,2020-06-17
ALL,2020-06-07,570,2020-06-17
ALL,2020-06-08,1032,2020-06-17
ALL,2020-06-09,1334,2020-06-17
ALL,2020-06-10,1304,2020-06-17
ALL,2020-06-11,1511,2020-06-17
ALL,2020-06-12,1585,2020-06-17
ALL,2020-06-13,1443,2020-06-17
ALL,2020-06-14,988,2020-06-17
ALL,2020-06-15,1182,2020-06-17
ALL,2020-06-16,1229,2020-06-17
ALL,2020-06-17,483,2020-06-17
ALL,2020-03-03,1,2020-06-18
ALL,2020-03-06,6,2020-06-18
ALL,2020-03-07,1,2020-06-18
ALL,2020-03-08,2,2020-06-18
ALL,2020-03-09,6,2020-06-18
ALL,2020-03-10,2,2020-06-18
ALL,2020-03-11,4,2020-06-18
ALL,2020-03-12,10,2020-06-18
ALL,2020-03-13,6,2020-06-18
ALL,2020-03-14,7,2020-06-18
ALL,2020-03-15,11,2020-06-18
ALL,2020-03-16,10,2020-06-18
ALL,2020-03-17,18,2020-06-18
ALL,2020-03-18,29,2020-06-18
ALL,2020-03-19,22,2020-06-18
ALL,2020-03-20,30,2020-06-18
ALL,2020-03-21,62,2020-06-18
ALL,2020-03-22,54,2020-06-18
ALL,2020-03-23,31,2020-06-18
ALL,2020-03-24,106,2020-06-18
ALL,2020-03-25,114,2020-06-18
ALL,2020-03-26,110,2020-06-18
ALL,2020-03-27,81,2020-06-18
ALL,2020-03-28,68,2020-06-18
ALL,2020-03-29,111,2020-06-18
ALL,2020-03-30,84,2020-06-18
ALL,2020-03-31,90,2020-06-18
ALL,2020-04-01,119,2020-06-18
ALL,2020-04-02,142,2020-06-18
ALL,2020-04-03,102,2020-06-18
ALL,2020-04-04,101,2020-06-18
ALL,2020-04-05,71,2020-06-18
ALL,2020-04-06,104,2020-06-18
ALL,2020-04-07,75,2020-06-18
ALL,2020-04-08,101,2020-06-18
ALL,2020-04-09,96,2020-06-18
ALL,2020-04-10,129,2020-06-18
ALL,2020-04-11,69,2020-06-18
ALL,2020-04-12,67,2020-06-18
ALL,2020-04-13,92,2020-06-18
ALL,2020-04-14,125,2020-06-18
ALL,2020-04-15,128,2020-06-18
ALL,2020-04-16,104,2020-06-18
ALL,2020-04-17,87,2020-06-18
ALL,2020-04-18,122,2020-06-18
ALL,2020-04-19,60,2020-06-18
ALL,2020-04-20,94,2020-06-18
ALL,2020-04-21,160,2020-06-18
ALL,2020-04-22,117,2020-06-18
ALL,2020-04-23,137,2020-06-18
ALL,2020-04-24,185,2020-06-18
ALL,2020-04-25,163,2020-06-18
ALL,2020-04-26,87,2020-06-18
ALL,2020-04-27,126,2020-06-18
ALL,2020-04-28,124,2020-06-18
ALL,2020-04-29,147,2020-06-18
ALL,2020-04-30,135,2020-06-18
ALL,2020-05-01,140,2020-06-18
ALL,2020-05-02,102,2020-06-18
ALL,2020-05-03,103,2020-06-18
ALL,2020-05-04,119,2020-06-18
ALL,2020-05-05,182,2020-06-18
ALL,2020-05-06,198,2020-06-18
ALL,2020-05-07,236,2020-06-18
ALL,2020-05-08,202,2020-06-18
ALL,2020-05-09,250,2020-06-18
ALL,2020-05-10,199,2020-06-18
ALL,2020-05-11,263,2020-06-18
ALL,2020-05-12,288,2020-06-18
ALL,2020-05-13,324,2020-06-18
ALL,2020-05-14,304,2020-06-18
ALL,2020-05-15,396,2020-06-18
ALL,2020-05-16,339,2020-06-18
ALL,2020-05-17,240,2020-06-18
ALL,2020-05-18,390,2020-06-18
ALL,2020-05-19,527,2020-06-18
ALL,2020-05-20,613,2020-06-18
ALL,2020-05-21,745,2020-06-18
ALL,2020-05-22,808,2020-06-18
ALL,2020-05-23,611,2020-06-18
ALL,2020-05-24,503,2020-06-18
ALL,2020-05-25,548,2020-06-18
ALL,2020-05-26,644,2020-06-18
ALL,2020-05-27,714,2020-06-18
ALL,2020-05-28,764,2020-06-18
ALL,2020-05-29,837,2020-06-18
ALL,2020-05-30,687,2020-06-18
ALL,2020-05-31,542,2020-06-18
ALL,2020-06-01,841,2020-06-18
ALL,2020-06-02,922,2020-06-18
ALL,2020-06-03,928,2020-06-18
ALL,2020-06-04,869,2020-06-18
ALL,2020-06-05,961,2020-06-18
ALL,2020-06-06,1094,2020-06-18
ALL,2020-06-07,570,2020-06-18
ALL,2020-06-08,1036,2020-06-18
ALL,2020-06-09,1344,2020-06-18
ALL,2020-06-10,1318,2020-06-18
ALL,2020-06-11,1529,2020-06-18
ALL,2020-06-12,1615,2020-06-18
ALL,2020-06-13,1468,2020-06-18
ALL,2020-06-14,1004,2020-06-18
ALL,2020-06-15,1249,2020-06-18
ALL,2020-06-16,1517,2020-06-18
ALL,2020-06-17,1399,2020-06-18
ALL,2020-06-18,579,2020-06-18
ALL,2020-03-03,1,2020-06-19
ALL,2020-03-06,6,2020-06-19
ALL,2020-03-07,1,2020-06-19
ALL,2020-03-08,2,2020-06-19
ALL,2020-03-09,6,2020-06-19
ALL,2020-03-10,2,2020-06-19
ALL,2020-03-11,4,2020-06-19
ALL,2020-03-12,10,2020-06-19
ALL,2020-03-13,6,2020-06-19
ALL,2020-03-14,7,2020-06-19
ALL,2020-03-15,11,2020-06-19
ALL,2020-03-16,10,2020-06-19
ALL,2020-03-17,18,2020-06-19
ALL,2020-03-18,29,2020-06-19
ALL,2020-03-19,22,2020-06-19
ALL,2020-03-20,30,2020-06-19
ALL,2020-03-21,62,2020-06-19
ALL,2020-03-22,54,2020-06-19
ALL,2020-03-23,31,2020-06-19
ALL,2020-03-24,106,2020-06-19
ALL,2020-03-25,114,2020-06-19
ALL,2020-03-26,110,2020-06-19
ALL,2020-03-27,81,2020-06-19
ALL,2020-03-28,68,2020-06-19
ALL,2020-03-29,111,2020-06-19
ALL,2020-03-30,84,2020-06-19
ALL,2020-03-31,90,2020-06-19
ALL,2020-04-01,119,2020-06-19
ALL,2020-04-02,142,2020-06-19
ALL,2020-04-03,102,2020-06-19
ALL,2020-04-04,101,2020-06-19
ALL,2020-04-05,71,2020-06-19
ALL,2020-04-06,104,2020-06-19
ALL,2020-04-07,75,2020-06-19
ALL,2020-04-08,101,2020-06-19
ALL,2020-04-09,96,2020-06-19
ALL,2020-04-10,129,2020-06-19
ALL,2020-04-11,69,2020-06-19
ALL,2020-04-12,67,2020-06-19
ALL,2020-04-13,92,2020-06-19
ALL,2020-04-14,125,2020-06-19
ALL,2020-04-15,128,2020-06-19
ALL,2020-04-16,104,2020-06-19
ALL,2020-04-17,87,2020-06-19
ALL,2020-04-18,122,2020-06-19
ALL,2020-04-19,60,2020-06-19
ALL,2020-04-20,94,2020-06-19
ALL,2020-04-21,160,2020-06-19
ALL,2020-04-22,117,2020-06-19
ALL,2020-04-23,137,2020-06-19
ALL,2020-04-24,185,2020-06-19
ALL,2020-04-25,163,2020-06-19
ALL,2020-04-26,87,2020-06-19
ALL,2020-04-27,126,2020-06-19
ALL,2020-04-28,124,2020-06-19
ALL,2020-04-29,147,2020-06-19
ALL,2020-04-30,135,2020-06-19
ALL,2020-05-01,140,2020-06-19
ALL,2020-05-02,102,2020-06-19
ALL,2020-05-03,103,2020-06-19
ALL,2020-05-04,119,2020-06-19
ALL,2020-05-05,182,2020-06-19
ALL,2020-05-06,198,2020-06-19
ALL,2020-05-07,236,2020-06-19
ALL,2020-05-08,202,2020-06-19
ALL,2020-05-09,250,2020-06-19
ALL,2020-05-10,199,2020-06-19
ALL,2020-05-11,263,2020-06-19
ALL,2020-05-12,288,2020-06-19
ALL,2020-05-13,324,2020-06-19
ALL,2020-05-14,304,2020-06-19
ALL,2020-05-15,396,2020-06-19
ALL,2020-05-16,339,2020-06-19
ALL,2020-05-17,240,2020-06-19
ALL,2020-05-18,390,2020-06-19
ALL,2020-05-19,527,2020-06-19
ALL,2020-05-20,612,2020-06-19
ALL,2020-05-21,744,2020-06-19
ALL,2020-05-22,808,2020-06-19
ALL,2020-05-23,611,2020-06-19
ALL,2020-05-24,503,2020-06-19
ALL,2020-05-25,548,2020-06-19
ALL,2020-05-26,644,2020-06-19
ALL,2020-05-27,714,2020-06-19
ALL,2020-05-28,764,2020-06-19
ALL,2020-05-29,837,2020-06-19
ALL,2020-05-30,687,2020-06-19
ALL,2020-05-31,542,2020-06-19
ALL,2020-06-01,841,2020-06-19
ALL,2020-06-02,922,2020-06-19
ALL,2020-06-03,928,2020-06-19
ALL,2020-06-04,869,2020-06-19
ALL,2020-06-05,961,2020-06-19
ALL,2020-06-06,1094,2020-06-19
ALL,2020-06-07,572,2020-06-19
ALL,2020-06-08,1037,2020-06-19
ALL,2020-06-09,1346,2020-06-19
ALL,2020-06-10,1324,2020-06-19
ALL,2020-06-11,1531,2020-06-19
ALL,2020-06-12,1613,2020-06-19
ALL,2020-06-13,1480,2020-06-19
ALL,2020-06-14,1022,2020-06-19
ALL,2020-06-15,1272,2020-06-19
ALL,2020-06-16,1586,2020-06-19
ALL,2020-06-17,1720,2020-06-19
ALL,2020-06-18,1486,2020-06-19
ALL,2020-06-19,692,2020-06-19
ALL,2020-03-03,1,2020-06-20
ALL,2020-03-06,6,2020-06-20
ALL,2020-03-07,1,2020-06-20
ALL,2020-03-08,2,2020-06-20
ALL,2020-03-09,6,2020-06-20
ALL,2020-03-10,2,2020-06-20
ALL,2020-03-11,4,2020-06-20
ALL,2020-03-12,10,2020-06-20
ALL,2020-03-13,6,2020-06-20
ALL,2020-03-14,7,2020-06-20
ALL,2020-03-15,11,2020-06-20
ALL,2020-03-16,10,2020-06-20
ALL,2020-03-17,18,2020-06-20
ALL,2020-03-18,29,2020-06-20
ALL,2020-03-19,22,2020-06-20
ALL,2020-03-20,30,2020-06-20
ALL,2020-03-21,62,2020-06-20
ALL,2020-03-22,54,2020-06-20
ALL,2020-03-23,31,2020-06-20
ALL,2020-03-24,106,2020-06-20
ALL,2020-03-25,114,2020-06-20
ALL,2020-03-26,110,2020-06-20
ALL,2020-03-27,81,2020-06-20
ALL,2020-03-28,68,2020-06-20
ALL,2020-03-29,111,2020-06-20
ALL,2020-03-30,84,2020-06-20
ALL,2020-03-31,90,2020-06-20
ALL,2020-04-01,119,2020-06-20
ALL,2020-04-02,142,2020-06-20
ALL,2020-04-03,102,2020-06-20
ALL,2020-04-04,101,2020-06-20
ALL,2020-04-05,71,2020-06-20
ALL,2020-04-06,104,2020-06-20
ALL,2020-04-07,75,2020-06-20
ALL,2020-04-08,101,2020-06-20
ALL,2020-04-09,96,2020-06-20
ALL,2020-04-10,129,2020-06-20
ALL,2020-04-11,69,2020-06-20
ALL,2020-04-12,67,2020-06-20
ALL,2020-04-13,92,2020-06-20
ALL,2020-04-14,125,2020-06-20
ALL,2020-04-15,128,2020-06-20
ALL,2020-04-16,104,2020-06-20
ALL,2020-04-17,87,2020-06-20
ALL,2020-04-18,122,2020-06-20
ALL,2020-04-19,60,2020-06-20
ALL,2020-04-20,94,2020-06-20
ALL,2020-04-21,160,2020-06-20
ALL,2020-04-22,117,2020-06-20
ALL,2020-04-23,137,2020-06-20
ALL,2020-04-24,185,2020-06-20
ALL,2020-04-25,163,2020-06-20
ALL,2020-04-26,87,2020-06-20
ALL,2020-04-27,126,2020-06-20
ALL,2020-04-28,124,2020-06-20
ALL,2020-04-29,147,2020-06-20
ALL,2020-04-30,135,2020-06-20
ALL,2020-05-01,140,2020-06-20
ALL,2020-05-02,102,2020-06-20
ALL,2020-05-03,103,2020-06-20
ALL,2020-05-04,119,2020-06-20
ALL,2020-05-05,182,2020-06-20
ALL,2020-05-06,198,2020-06-20
ALL,2020-05-07,236,2020-06-20
ALL,2020-05-08,202,2020-06-20
ALL,2020-05-09,250,2020-06-20
ALL,2020-05-10,199,2020-06-20
ALL,2020-05-11,263,2020-06-20
ALL,2020-05-12,288,2020-06-20
ALL,2020-05-13,324,2020-06-20
ALL,2020-05-14,304,2020-06-20
ALL,2020-05-15,396,2020-06-20
ALL,2020-05-16,339,2020-06-20
ALL,2020-05-17,240,2020-06-20
ALL,2020-05-18,390,2020-06-20
ALL,2020-05-19,527,2020-06-20
ALL,2020-05-20,612,2020-06-20
ALL,2020-05-21,744,2020-06-20
ALL,2020-05-22,808,2020-06-20
ALL,2020-05-23,611,2020-06-20
ALL,2020-05-24,503,2020-06-20
ALL,2020-05-25,548,2020-06-20
ALL,2020-05-26,644,2020-06-20
ALL,2020-05-27,714,2020-06-20
ALL,2020-05-28,764,2020-06-20
ALL,2020-05-29,839,2020-06-20
ALL,2020-05-30,687,2020-06-20
ALL,2020-05-31,540,2020-06-20
ALL,2020-06-01,841,2020-06-20
ALL,2020-06-02,922,2020-06-20
ALL,2020-06-03,929,2020-06-20
ALL,2020-06-04,869,2020-06-20
ALL,2020-06-05,961,2020-06-20
ALL,2020-06-06,1094,2020-06-20
ALL,2020-06-07,572,2020-06-20
ALL,2020-06-08,1039,2020-06-20
ALL,2020-06-09,1346,2020-06-20
ALL,2020-06-10,1325,2020-06-20
ALL,2020-06-11,1532,2020-06-20
ALL,2020-06-12,1613,2020-06-20
ALL,2020-06-13,1479,2020-06-20
ALL,2020-06-14,1023,2020-06-20
ALL,2020-06-15,1275,2020-06-20
ALL,2020-06-16,1599,2020-06-20
ALL,2020-06-17,1746,2020-06-20
ALL,2020-06-18,1676,2020-06-20
ALL,2020-06-19,1366,2020-06-20
ALL,2020-06-20,723,2020-06-20
ALL,2020-03-03,1,2020-06-21
ALL,2020-03-06,6,2020-06-21
ALL,2020-03-07,1,2020-06-21
ALL,2020-03-08,2,2020-06-21
ALL,2020-03-09,6,2020-06-21
ALL,2020-03-10,2,2020-06-21
ALL,2020-03-11,4,2020-06-21
ALL,2020-03-12,10,2020-06-21
ALL,2020-03-13,6,2020-06-21
ALL,2020-03-14,7,2020-06-21
ALL,2020-03-15,11,2020-06-21
ALL,2020-03-16,10,2020-06-21
ALL,2020-03-17,18,2020-06-21
ALL,2020-03-18,29,2020-06-21
ALL,2020-03-19,22,2020-06-21
ALL,2020-03-20,30,2020-06-21
ALL,2020-03-21,62,2020-06-21
ALL,2020-03-22,54,2020-06-21
ALL,2020-03-23,31,2020-06-21
ALL,2020-03-24,106,2020-06-21
ALL,2020-03-25,114,2020-06-21
ALL,2020-03-26,110,2020-06-21
ALL,2020-03-27,81,2020-06-21
ALL,2020-03-28,68,2020-06-21
ALL,2020-03-29,111,2020-06-21
ALL,2020-03-30,84,2020-06-21
ALL,2020-03-31,90,2020-06-21
ALL,2020-04-01,119,2020-06-21
ALL,2020-04-02,142,2020-06-21
ALL,2020-04-03,102,2020-06-21
ALL,2020-04-04,101,2020-06-21
ALL,2020-04-05,71,2020-06-21
ALL,2020-04-06,104,2020-06-21
ALL,2020-04-07,75,2020-06-21
ALL,2020-04-08,101,2020-06-21
ALL,2020-04-09,96,2020-06-21
ALL,2020-04-10,129,2020-06-21
ALL,2020-04-11,69,2020-06-21
ALL,2020-04-12,67,2020-06-21
ALL,2020-04-13,92,2020-06-21
ALL,2020-04-14,125,2020-06-21
ALL,2020-04-15,128,2020-06-21
ALL,2020-04-16,104,2020-06-21
ALL,2020-04-17,87,2020-06-21
ALL,2020-04-18,122,2020-06-21
ALL,2020-04-19,60,2020-06-21
ALL,2020-04-20,94,2020-06-21
ALL,2020-04-21,160,2020-06-21
ALL,2020-04-22,117,2020-06-21
ALL,2020-04-23,137,2020-06-21
ALL,2020-04-24,185,2020-06-21
ALL,2020-04-25,163,2020-06-21
ALL,2020-04-26,87,2020-06-21
ALL,2020-04-27,126,2020-06-21
ALL,2020-04-28,124,2020-06-21
ALL,2020-04-29,147,2020-06-21
ALL,2020-04-30,135,2020-06-21
ALL,2020-05-01,140,2020-06-21
ALL,2020-05-02,102,2020-06-21
ALL,2020-05-03,103,2020-06-21
ALL,2020-05-04,119,2020-06-21
ALL,2020-05-05,182,2020-06-21
ALL,2020-05-06,198,2020-06-21
ALL,2020-05-07,236,2020-06-21
