LOCATION,fecha_cui_intensivo,value,fecha_csv
ALL,2020-04-02,9,2020-07-02
ALL,2020-04-03,8,2020-07-02
ALL,2020-04-04,7,2020-07-02
ALL,2020-04-05,12,2020-07-02
ALL,2020-04-06,5,2020-07-02
ALL,2020-04-07,10,2020-07-02
ALL,2020-04-08,6,2020-07-02
ALL,2020-04-09,4,2020-07-02
ALL,2020-04-10,6,2020-07-02
ALL,2020-04-11,8,2020-07-02
ALL,2020-04-12,3,2020-07-02
ALL,2020-04-13,8,2020-07-02
ALL,2020-04-14,5,2020-07-02
ALL,2020-04-15,5,2020-07-02
ALL,2020-04-16,2,2020-07-02
ALL,2020-04-17,7,2020-07-02
ALL,2020-04-18,6,2020-07-02
ALL,2020-04-19,6,2020-07-02
ALL,2020-04-20,9,2020-07-02
ALL,2020-04-21,2,2020-07-02
ALL,2020-04-22,9,2020-07-02
ALL,2020-04-23,8,2020-07-02
ALL,2020-04-24,11,2020-07-02
ALL,2020-04-25,5,2020-07-02
ALL,2020-04-26,4,2020-07-02
ALL,2020-04-27,12,2020-07-02
ALL,2020-04-28,4,2020-07-02
ALL,2020-04-29,3,2020-07-02
ALL,2020-04-30,4,2020-07-02
ALL,2020-05-01,2,2020-07-02
ALL,2020-05-02,13,2020-07-02
ALL,2020-05-03,3,2020-07-02
ALL,2020-05-04,9,2020-07-02
ALL,2020-05-05,9,2020-07-02
ALL,2020-05-06,6,2020-07-02
ALL,2020-05-07,9,2020-07-02
ALL,2020-05-08,8,2020-07-02
ALL,2020-05-09,8,2020-07-02
ALL,2020-05-10,8,2020-07-02
ALL,2020-05-11,11,2020-07-02
ALL,2020-05-12,11,2020-07-02
ALL,2020-05-13,9,2020-07-02
ALL,2020-05-14,11,2020-07-02
ALL,2020-05-15,10,2020-07-02
ALL,2020-05-16,12,2020-07-02
ALL,2020-05-17,12,2020-07-02
ALL,2020-05-18,23,2020-07-02
ALL,2020-05-19,20,2020-07-02
ALL,2020-05-20,21,2020-07-02
ALL,2020-05-21,28,2020-07-02
ALL,2020-05-22,19,2020-07-02
ALL,2020-05-23,17,2020-07-02
ALL,2020-05-24,18,2020-07-02
ALL,2020-05-25,14,2020-07-02
ALL,2020-05-26,18,2020-07-02
ALL,2020-05-27,22,2020-07-02
ALL,2020-05-28,28,2020-07-02
ALL,2020-05-29,28,2020-07-02
ALL,2020-05-30,27,2020-07-02
ALL,2020-05-31,24,2020-07-02
ALL,2020-06-01,19,2020-07-02
ALL,2020-06-02,26,2020-07-02
ALL,2020-06-03,22,2020-07-02
ALL,2020-06-04,27,2020-07-02
ALL,2020-06-05,23,2020-07-02
ALL,2020-06-06,33,2020-07-02
ALL,2020-06-07,20,2020-07-02
ALL,2020-06-08,31,2020-07-02
ALL,2020-06-09,25,2020-07-02
ALL,2020-06-10,28,2020-07-02
ALL,2020-06-11,30,2020-07-02
ALL,2020-06-12,27,2020-07-02
ALL,2020-06-13,22,2020-07-02
ALL,2020-06-14,22,2020-07-02
ALL,2020-06-15,24,2020-07-02
ALL,2020-06-16,32,2020-07-02
ALL,2020-06-17,37,2020-07-02
ALL,2020-06-18,29,2020-07-02
ALL,2020-06-19,40,2020-07-02
ALL,2020-06-20,27,2020-07-02
ALL,2020-06-21,27,2020-07-02
ALL,2020-06-22,39,2020-07-02
ALL,2020-06-23,39,2020-07-02
ALL,2020-06-24,29,2020-07-02
ALL,2020-06-25,29,2020-07-02
ALL,2020-06-26,21,2020-07-02
ALL,2020-06-27,23,2020-07-02
ALL,2020-06-28,25,2020-07-02
ALL,2020-06-29,22,2020-07-02
ALL,2020-06-30,13,2020-07-02
ALL,2020-07-01,5,2020-07-02
ALL,2020-07-02,1,2020-07-02
ALL,2020-03-04,1,2020-07-03
ALL,2020-03-08,1,2020-07-03
ALL,2020-03-09,3,2020-07-03
ALL,2020-03-12,2,2020-07-03
ALL,2020-03-13,1,2020-07-03
ALL,2020-03-14,4,2020-07-03
ALL,2020-03-15,2,2020-07-03
ALL,2020-03-16,1,2020-07-03
ALL,2020-03-17,3,2020-07-03
ALL,2020-03-18,5,2020-07-03
ALL,2020-03-19,3,2020-07-03
ALL,2020-03-20,4,2020-07-03
ALL,2020-03-21,6,2020-07-03
ALL,2020-03-22,7,2020-07-03
ALL,2020-03-23,5,2020-07-03
ALL,2020-03-24,6,2020-07-03
ALL,2020-03-25,10,2020-07-03
ALL,2020-03-26,12,2020-07-03
ALL,2020-03-27,7,2020-07-03
ALL,2020-03-28,11,2020-07-03
ALL,2020-03-29,10,2020-07-03
ALL,2020-03-30,19,2020-07-03
ALL,2020-03-31,12,2020-07-03
ALL,2020-04-01,10,2020-07-03
ALL,2020-04-02,9,2020-07-03
ALL,2020-04-03,8,2020-07-03
ALL,2020-04-04,7,2020-07-03
ALL,2020-04-05,12,2020-07-03
ALL,2020-04-06,5,2020-07-03
ALL,2020-04-07,10,2020-07-03
ALL,2020-04-08,6,2020-07-03
ALL,2020-04-09,4,2020-07-03
ALL,2020-04-10,6,2020-07-03
ALL,2020-04-11,8,2020-07-03
ALL,2020-04-12,3,2020-07-03
ALL,2020-04-13,8,2020-07-03
ALL,2020-04-14,5,2020-07-03
ALL,2020-04-15,5,2020-07-03
ALL,2020-04-16,2,2020-07-03
ALL,2020-04-17,7,2020-07-03
ALL,2020-04-18,6,2020-07-03
ALL,2020-04-19,6,2020-07-03
ALL,2020-04-20,9,2020-07-03
ALL,2020-04-21,2,2020-07-03
ALL,2020-04-22,9,2020-07-03
ALL,2020-04-23,8,2020-07-03
ALL,2020-04-24,11,2020-07-03
ALL,2020-04-25,5,2020-07-03
ALL,2020-04-26,4,2020-07-03
ALL,2020-04-27,12,2020-07-03
ALL,2020-04-28,4,2020-07-03
ALL,2020-04-29,3,2020-07-03
ALL,2020-04-30,4,2020-07-03
ALL,2020-05-01,2,2020-07-03
ALL,2020-05-02,13,2020-07-03
ALL,2020-05-03,3,2020-07-03
ALL,2020-05-04,9,2020-07-03
ALL,2020-05-05,9,2020-07-03
ALL,2020-05-06,6,2020-07-03
ALL,2020-05-07,9,2020-07-03
ALL,2020-05-08,8,2020-07-03
ALL,2020-05-09,8,2020-07-03
ALL,2020-05-10,8,2020-07-03
ALL,2020-05-11,12,2020-07-03
ALL,2020-05-12,11,2020-07-03
ALL,2020-05-13,9,2020-07-03
ALL,2020-05-14,11,2020-07-03
ALL,2020-05-15,10,2020-07-03
ALL,2020-05-16,12,2020-07-03
ALL,2020-05-17,12,2020-07-03
ALL,2020-05-18,23,2020-07-03
ALL,2020-05-19,20,2020-07-03
ALL,2020-05-20,21,2020-07-03
ALL,2020-05-21,28,2020-07-03
ALL,2020-05-22,19,2020-07-03
ALL,2020-05-23,17,2020-07-03
ALL,2020-05-24,18,2020-07-03
ALL,2020-05-25,14,2020-07-03
ALL,2020-05-26,18,2020-07-03
ALL,2020-05-27,22,2020-07-03
ALL,2020-05-28,28,2020-07-03
ALL,2020-05-29,28,2020-07-03
ALL,2020-05-30,27,2020-07-03
ALL,2020-05-31,24,2020-07-03
ALL,2020-06-01,19,2020-07-03
ALL,2020-06-02,26,2020-07-03
ALL,2020-06-03,23,2020-07-03
ALL,2020-06-04,27,2020-07-03
ALL,2020-06-05,24,2020-07-03
ALL,2020-06-06,33,2020-07-03
ALL,2020-06-07,20,2020-07-03
ALL,2020-06-08,31,2020-07-03
ALL,2020-06-09,25,2020-07-03
ALL,2020-06-10,28,2020-07-03
ALL,2020-06-11,30,2020-07-03
ALL,2020-06-12,28,2020-07-03
ALL,2020-06-13,22,2020-07-03
ALL,2020-06-14,23,2020-07-03
ALL,2020-06-15,24,2020-07-03
ALL,2020-06-16,33,2020-07-03
ALL,2020-06-17,38,2020-07-03
ALL,2020-06-18,29,2020-07-03
ALL,2020-06-19,40,2020-07-03
ALL,2020-06-20,28,2020-07-03
ALL,2020-06-21,27,2020-07-03
ALL,2020-06-22,40,2020-07-03
ALL,2020-06-23,41,2020-07-03
ALL,2020-06-24,29,2020-07-03
ALL,2020-06-25,30,2020-07-03
ALL,2020-06-26,21,2020-07-03
ALL,2020-06-27,24,2020-07-03
ALL,2020-06-28,25,2020-07-03
ALL,2020-06-29,35,2020-07-03
ALL,2020-06-30,19,2020-07-03
ALL,2020-07-01,16,2020-07-03
ALL,2020-07-02,5,2020-07-03
ALL,2020-07-03,1,2020-07-03
ALL,2020-03-04,1,2020-07-04
ALL,2020-03-08,1,2020-07-04
ALL,2020-03-09,3,2020-07-04
ALL,2020-03-12,2,2020-07-04
ALL,2020-03-13,1,2020-07-04
ALL,2020-03-14,4,2020-07-04
ALL,2020-03-15,2,2020-07-04
ALL,2020-03-16,1,2020-07-04
ALL,2020-03-17,3,2020-07-04
ALL,2020-03-18,5,2020-07-04
ALL,2020-03-19,3,2020-07-04
ALL,2020-03-20,4,2020-07-04
ALL,2020-03-21,6,2020-07-04
ALL,2020-03-22,7,2020-07-04
ALL,2020-03-23,5,2020-07-04
ALL,2020-03-24,6,2020-07-04
ALL,2020-03-25,10,2020-07-04
ALL,2020-03-26,12,2020-07-04
ALL,2020-03-27,7,2020-07-04
ALL,2020-03-28,11,2020-07-04
ALL,2020-03-29,10,2020-07-04
ALL,2020-03-30,19,2020-07-04
ALL,2020-03-31,12,2020-07-04
ALL,2020-04-01,10,2020-07-04
ALL,2020-04-02,9,2020-07-04
ALL,2020-04-03,8,2020-07-04
ALL,2020-04-04,7,2020-07-04
ALL,2020-04-05,12,2020-07-04
ALL,2020-04-06,5,2020-07-04
ALL,2020-04-07,10,2020-07-04
ALL,2020-04-08,6,2020-07-04
ALL,2020-04-09,4,2020-07-04
ALL,2020-04-10,6,2020-07-04
ALL,2020-04-11,8,2020-07-04
ALL,2020-04-12,3,2020-07-04
ALL,2020-04-13,8,2020-07-04
ALL,2020-04-14,5,2020-07-04
ALL,2020-04-15,5,2020-07-04
ALL,2020-04-16,2,2020-07-04
ALL,2020-04-17,7,2020-07-04
ALL,2020-04-18,6,2020-07-04
ALL,2020-04-19,6,2020-07-04
ALL,2020-04-20,9,2020-07-04
ALL,2020-04-21,2,2020-07-04
ALL,2020-04-22,9,2020-07-04
ALL,2020-04-23,8,2020-07-04
ALL,2020-04-24,11,2020-07-04
ALL,2020-04-25,5,2020-07-04
ALL,2020-04-26,4,2020-07-04
ALL,2020-04-27,12,2020-07-04
ALL,2020-04-28,4,2020-07-04
ALL,2020-04-29,3,2020-07-04
ALL,2020-04-30,4,2020-07-04
ALL,2020-05-01,2,2020-07-04
ALL,2020-05-02,13,2020-07-04
ALL,2020-05-03,3,2020-07-04
ALL,2020-05-04,9,2020-07-04
ALL,2020-05-05,9,2020-07-04
ALL,2020-05-06,6,2020-07-04
ALL,2020-05-07,9,2020-07-04
ALL,2020-05-08,8,2020-07-04
ALL,2020-05-09,8,2020-07-04
ALL,2020-05-10,8,2020-07-04
ALL,2020-05-11,12,2020-07-04
ALL,2020-05-12,11,2020-07-04
ALL,2020-05-13,10,2020-07-04
ALL,2020-05-14,11,2020-07-04
ALL,2020-05-15,10,2020-07-04
ALL,2020-05-16,12,2020-07-04
ALL,2020-05-17,12,2020-07-04
ALL,2020-05-18,23,2020-07-04
ALL,2020-05-19,20,2020-07-04
ALL,2020-05-20,21,2020-07-04
ALL,2020-05-21,28,2020-07-04
ALL,2020-05-22,19,2020-07-04
ALL,2020-05-23,17,2020-07-04
ALL,2020-05-24,18,2020-07-04
ALL,2020-05-25,14,2020-07-04
ALL,2020-05-26,18,2020-07-04
ALL,2020-05-27,22,2020-07-04
ALL,2020-05-28,28,2020-07-04
ALL,2020-05-29,28,2020-07-04
ALL,2020-05-30,27,2020-07-04
ALL,2020-05-31,24,2020-07-04
ALL,2020-06-01,19,2020-07-04
ALL,2020-06-02,26,2020-07-04
ALL,2020-06-03,23,2020-07-04
ALL,2020-06-04,27,2020-07-04
ALL,2020-06-05,25,2020-07-04
ALL,2020-06-06,33,2020-07-04
ALL,2020-06-07,20,2020-07-04
ALL,2020-06-08,31,2020-07-04
ALL,2020-06-09,25,2020-07-04
ALL,2020-06-10,28,2020-07-04
ALL,2020-06-11,30,2020-07-04
ALL,2020-06-12,29,2020-07-04
ALL,2020-06-13,23,2020-07-04
ALL,2020-06-14,23,2020-07-04
ALL,2020-06-15,24,2020-07-04
ALL,2020-06-16,33,2020-07-04
ALL,2020-06-17,38,2020-07-04
ALL,2020-06-18,30,2020-07-04
ALL,2020-06-19,41,2020-07-04
ALL,2020-06-20,28,2020-07-04
ALL,2020-06-21,27,2020-07-04
ALL,2020-06-22,40,2020-07-04
ALL,2020-06-23,43,2020-07-04
ALL,2020-06-24,30,2020-07-04
ALL,2020-06-25,31,2020-07-04
ALL,2020-06-26,21,2020-07-04
ALL,2020-06-27,25,2020-07-04
ALL,2020-06-28,27,2020-07-04
ALL,2020-06-29,35,2020-07-04
ALL,2020-06-30,23,2020-07-04
ALL,2020-07-01,18,2020-07-04
ALL,2020-07-02,12,2020-07-04
ALL,2020-07-03,5,2020-07-04
ALL,2020-03-04,1,2020-07-05
ALL,2020-03-08,1,2020-07-05
ALL,2020-03-09,3,2020-07-05
ALL,2020-03-12,2,2020-07-05
ALL,2020-03-13,1,2020-07-05
ALL,2020-03-14,4,2020-07-05
ALL,2020-03-15,2,2020-07-05
ALL,2020-03-16,1,2020-07-05
ALL,2020-03-17,3,2020-07-05
ALL,2020-03-18,5,2020-07-05
ALL,2020-03-19,3,2020-07-05
ALL,2020-03-20,4,2020-07-05
ALL,2020-03-21,6,2020-07-05
ALL,2020-03-22,7,2020-07-05
ALL,2020-03-23,5,2020-07-05
ALL,2020-03-24,6,2020-07-05
ALL,2020-03-25,10,2020-07-05
ALL,2020-03-26,12,2020-07-05
ALL,2020-03-27,7,2020-07-05
ALL,2020-03-28,11,2020-07-05
ALL,2020-03-29,10,2020-07-05
ALL,2020-03-30,19,2020-07-05
ALL,2020-03-31,12,2020-07-05
ALL,2020-04-01,10,2020-07-05
ALL,2020-04-02,9,2020-07-05
ALL,2020-04-03,8,2020-07-05
ALL,2020-04-04,7,2020-07-05
ALL,2020-04-05,12,2020-07-05
ALL,2020-04-06,5,2020-07-05
ALL,2020-04-07,10,2020-07-05
ALL,2020-04-08,6,2020-07-05
ALL,2020-04-09,4,2020-07-05
ALL,2020-04-10,6,2020-07-05
ALL,2020-04-11,8,2020-07-05
ALL,2020-04-12,3,2020-07-05
ALL,2020-04-13,8,2020-07-05
ALL,2020-04-14,5,2020-07-05
ALL,2020-04-15,5,2020-07-05
ALL,2020-04-16,2,2020-07-05
ALL,2020-04-17,7,2020-07-05
ALL,2020-04-18,6,2020-07-05
ALL,2020-04-19,6,2020-07-05
ALL,2020-04-20,9,2020-07-05
ALL,2020-04-21,2,2020-07-05
ALL,2020-04-22,9,2020-07-05
ALL,2020-04-23,8,2020-07-05
ALL,2020-04-24,11,2020-07-05
ALL,2020-04-25,5,2020-07-05
ALL,2020-04-26,4,2020-07-05
ALL,2020-04-27,12,2020-07-05
ALL,2020-04-28,4,2020-07-05
ALL,2020-04-29,3,2020-07-05
ALL,2020-04-30,4,2020-07-05
ALL,2020-05-01,2,2020-07-05
ALL,2020-05-02,13,2020-07-05
ALL,2020-05-03,3,2020-07-05
ALL,2020-05-04,9,2020-07-05
ALL,2020-05-05,9,2020-07-05
ALL,2020-05-06,6,2020-07-05
ALL,2020-05-07,9,2020-07-05
ALL,2020-05-08,8,2020-07-05
ALL,2020-05-09,8,2020-07-05
ALL,2020-05-10,8,2020-07-05
ALL,2020-05-11,12,2020-07-05
ALL,2020-05-12,11,2020-07-05
ALL,2020-05-13,10,2020-07-05
ALL,2020-05-14,11,2020-07-05
ALL,2020-05-15,10,2020-07-05
ALL,2020-05-16,12,2020-07-05
ALL,2020-05-17,12,2020-07-05
ALL,2020-05-18,23,2020-07-05
ALL,2020-05-19,20,2020-07-05
ALL,2020-05-20,21,2020-07-05
ALL,2020-05-21,28,2020-07-05
ALL,2020-05-22,19,2020-07-05
ALL,2020-05-23,17,2020-07-05
ALL,2020-05-24,18,2020-07-05
ALL,2020-05-25,14,2020-07-05
ALL,2020-05-26,18,2020-07-05
ALL,2020-05-27,22,2020-07-05
ALL,2020-05-28,28,2020-07-05
ALL,2020-05-29,28,2020-07-05
ALL,2020-05-30,27,2020-07-05
ALL,2020-05-31,24,2020-07-05
ALL,2020-06-01,19,2020-07-05
ALL,2020-06-02,26,2020-07-05
ALL,2020-06-03,23,2020-07-05
ALL,2020-06-04,27,2020-07-05
ALL,2020-06-05,25,2020-07-05
ALL,2020-06-06,33,2020-07-05
ALL,2020-06-07,20,2020-07-05
ALL,2020-06-08,31,2020-07-05
ALL,2020-06-09,25,2020-07-05
ALL,2020-06-10,28,2020-07-05
ALL,2020-06-11,30,2020-07-05
ALL,2020-06-12,29,2020-07-05
ALL,2020-06-13,23,2020-07-05
ALL,2020-06-14,23,2020-07-05
ALL,2020-06-15,24,2020-07-05
ALL,2020-06-16,33,2020-07-05
ALL,2020-06-17,38,2020-07-05
ALL,2020-06-18,32,2020-07-05
ALL,2020-06-19,41,2020-07-05
ALL,2020-06-20,28,2020-07-05
ALL,2020-06-21,27,2020-07-05
ALL,2020-06-22,40,2020-07-05
ALL,2020-06-23,43,2020-07-05
ALL,2020-06-24,30,2020-07-05
ALL,2020-06-25,31,2020-07-05
ALL,2020-06-26,22,2020-07-05
ALL,2020-06-27,25,2020-07-05
ALL,2020-06-28,27,2020-07-05
ALL,2020-06-29,35,2020-07-05
ALL,2020-06-30,25,2020-07-05
ALL,2020-07-01,24,2020-07-05
ALL,2020-07-02,17,2020-07-05
ALL,2020-07-03,7,2020-07-05
ALL,2020-03-04,1,2020-07-06
ALL,2020-03-08,1,2020-07-06
ALL,2020-03-09,3,2020-07-06
ALL,2020-03-12,2,2020-07-06
ALL,2020-03-13,1,2020-07-06
ALL,2020-03-14,4,2020-07-06
ALL,2020-03-15,2,2020-07-06
ALL,2020-03-16,1,2020-07-06
ALL,2020-03-17,3,2020-07-06
ALL,2020-03-18,5,2020-07-06
ALL,2020-03-19,3,2020-07-06
ALL,2020-03-20,4,2020-07-06
ALL,2020-03-21,6,2020-07-06
ALL,2020-03-22,7,2020-07-06
ALL,2020-03-23,5,2020-07-06
ALL,2020-03-24,6,2020-07-06
ALL,2020-03-25,10,2020-07-06
ALL,2020-03-26,12,2020-07-06
ALL,2020-03-27,7,2020-07-06
ALL,2020-03-28,11,2020-07-06
ALL,2020-03-29,10,2020-07-06
ALL,2020-03-30,19,2020-07-06
ALL,2020-03-31,12,2020-07-06
ALL,2020-04-01,10,2020-07-06
ALL,2020-04-02,9,2020-07-06
ALL,2020-04-03,8,2020-07-06
ALL,2020-04-04,7,2020-07-06
ALL,2020-04-05,12,2020-07-06
ALL,2020-04-06,5,2020-07-06
ALL,2020-04-07,10,2020-07-06
ALL,2020-04-08,6,2020-07-06
ALL,2020-04-09,4,2020-07-06
ALL,2020-04-10,6,2020-07-06
ALL,2020-04-11,8,2020-07-06
ALL,2020-04-12,3,2020-07-06
ALL,2020-04-13,8,2020-07-06
ALL,2020-04-14,5,2020-07-06
ALL,2020-04-15,5,2020-07-06
ALL,2020-04-16,2,2020-07-06
ALL,2020-04-17,7,2020-07-06
ALL,2020-04-18,6,2020-07-06
ALL,2020-04-19,6,2020-07-06
ALL,2020-04-20,9,2020-07-06
ALL,2020-04-21,2,2020-07-06
ALL,2020-04-22,9,2020-07-06
ALL,2020-04-23,8,2020-07-06
ALL,2020-04-24,11,2020-07-06
ALL,2020-04-25,5,2020-07-06
ALL,2020-04-26,4,2020-07-06
ALL,2020-04-27,12,2020-07-06
ALL,2020-04-28,4,2020-07-06
ALL,2020-04-29,3,2020-07-06
ALL,2020-04-30,4,2020-07-06
ALL,2020-05-01,2,2020-07-06
ALL,2020-05-02,13,2020-07-06
ALL,2020-05-03,3,2020-07-06
ALL,2020-05-04,9,2020-07-06
ALL,2020-05-05,9,2020-07-06
ALL,2020-05-06,6,2020-07-06
ALL,2020-05-07,9,2020-07-06
ALL,2020-05-08,8,2020-07-06
ALL,2020-05-09,8,2020-07-06
ALL,2020-05-10,8,2020-07-06
ALL,2020-05-11,12,2020-07-06
ALL,2020-05-12,11,2020-07-06
ALL,2020-05-13,10,2020-07-06
ALL,2020-05-14,11,2020-07-06
ALL,2020-05-15,10,2020-07-06
ALL,2020-05-16,12,2020-07-06
ALL,2020-05-17,12,2020-07-06
ALL,2020-05-18,23,2020-07-06
ALL,2020-05-19,20,2020-07-06
ALL,2020-05-20,21,2020-07-06
ALL,2020-05-21,28,2020-07-06
ALL,2020-05-22,19,2020-07-06
ALL,2020-05-23,17,2020-07-06
ALL,2020-05-24,18,2020-07-06
ALL,2020-05-25,14,2020-07-06
ALL,2020-05-26,18,2020-07-06
ALL,2020-05-27,22,2020-07-06
ALL,2020-05-28,28,2020-07-06
ALL,2020-05-29,28,2020-07-06
ALL,2020-05-30,27,2020-07-06
ALL,2020-05-31,24,2020-07-06
ALL,2020-06-01,19,2020-07-06
ALL,2020-06-02,26,2020-07-06
ALL,2020-06-03,23,2020-07-06
ALL,2020-06-04,27,2020-07-06
ALL,2020-06-05,25,2020-07-06
ALL,2020-06-06,33,2020-07-06
ALL,2020-06-07,20,2020-07-06
ALL,2020-06-08,31,2020-07-06
ALL,2020-06-09,25,2020-07-06
ALL,2020-06-10,28,2020-07-06
ALL,2020-06-11,30,2020-07-06
ALL,2020-06-12,29,2020-07-06
ALL,2020-06-13,23,2020-07-06
ALL,2020-06-14,23,2020-07-06
ALL,2020-06-15,24,2020-07-06
ALL,2020-06-16,35,2020-07-06
ALL,2020-06-17,38,2020-07-06
ALL,2020-06-18,33,2020-07-06
ALL,2020-06-19,41,2020-07-06
ALL,2020-06-20,28,2020-07-06
ALL,2020-06-21,31,2020-07-06
ALL,2020-06-22,40,2020-07-06
ALL,2020-06-23,44,2020-07-06
ALL,2020-06-24,32,2020-07-06
ALL,2020-06-25,32,2020-07-06
ALL,2020-06-26,23,2020-07-06
ALL,2020-06-27,25,2020-07-06
ALL,2020-06-28,28,2020-07-06
ALL,2020-06-29,39,2020-07-06
ALL,2020-06-30,31,2020-07-06
ALL,2020-07-01,27,2020-07-06
ALL,2020-07-02,25,2020-07-06
ALL,2020-07-03,17,2020-07-06
ALL,2020-07-04,11,2020-07-06
ALL,2020-07-05,9,2020-07-06
ALL,2020-07-06,1,2020-07-06
ALL,2020-03-04,1,2020-07-07
ALL,2020-03-08,1,2020-07-07
ALL,2020-03-09,3,2020-07-07
ALL,2020-03-12,2,2020-07-07
ALL,2020-03-13,1,2020-07-07
ALL,2020-03-14,4,2020-07-07
ALL,2020-03-15,2,2020-07-07
ALL,2020-03-16,1,2020-07-07
ALL,2020-03-17,3,2020-07-07
ALL,2020-03-18,5,2020-07-07
ALL,2020-03-19,3,2020-07-07
ALL,2020-03-20,4,2020-07-07
ALL,2020-03-21,6,2020-07-07
ALL,2020-03-22,7,2020-07-07
ALL,2020-03-23,5,2020-07-07
ALL,2020-03-24,6,2020-07-07
ALL,2020-03-25,10,2020-07-07
ALL,2020-03-26,12,2020-07-07
ALL,2020-03-27,7,2020-07-07
ALL,2020-03-28,11,2020-07-07
ALL,2020-03-29,10,2020-07-07
ALL,2020-03-30,19,2020-07-07
ALL,2020-03-31,12,2020-07-07
ALL,2020-04-01,10,2020-07-07
ALL,2020-04-02,9,2020-07-07
ALL,2020-04-03,8,2020-07-07
ALL,2020-04-04,7,2020-07-07
ALL,2020-04-05,12,2020-07-07
ALL,2020-04-06,5,2020-07-07
ALL,2020-04-07,10,2020-07-07
ALL,2020-04-08,6,2020-07-07
ALL,2020-04-09,4,2020-07-07
ALL,2020-04-10,6,2020-07-07
ALL,2020-04-11,8,2020-07-07
ALL,2020-04-12,3,2020-07-07
ALL,2020-04-13,8,2020-07-07
ALL,2020-04-14,5,2020-07-07
ALL,2020-04-15,5,2020-07-07
ALL,2020-04-16,2,2020-07-07
ALL,2020-04-17,7,2020-07-07
ALL,2020-04-18,6,2020-07-07
ALL,2020-04-19,6,2020-07-07
ALL,2020-04-20,9,2020-07-07
ALL,2020-04-21,2,2020-07-07
ALL,2020-04-22,9,2020-07-07
ALL,2020-04-23,8,2020-07-07
ALL,2020-04-24,11,2020-07-07
ALL,2020-04-25,5,2020-07-07
ALL,2020-04-26,4,2020-07-07
ALL,2020-04-27,12,2020-07-07
ALL,2020-04-28,4,2020-07-07
ALL,2020-04-29,3,2020-07-07
ALL,2020-04-30,4,2020-07-07
ALL,2020-05-01,2,2020-07-07
ALL,2020-05-02,13,2020-07-07
ALL,2020-05-03,3,2020-07-07
ALL,2020-05-04,9,2020-07-07
ALL,2020-05-05,9,2020-07-07
ALL,2020-05-06,6,2020-07-07
ALL,2020-05-07,9,2020-07-07
ALL,2020-05-08,8,2020-07-07
ALL,2020-05-09,8,2020-07-07
ALL,2020-05-10,8,2020-07-07
ALL,2020-05-11,12,2020-07-07
ALL,2020-05-12,11,2020-07-07
ALL,2020-05-13,10,2020-07-07
ALL,2020-05-14,11,2020-07-07
ALL,2020-05-15,10,2020-07-07
ALL,2020-05-16,12,2020-07-07
ALL,2020-05-17,12,2020-07-07
ALL,2020-05-18,23,2020-07-07
ALL,2020-05-19,20,2020-07-07
ALL,2020-05-20,21,2020-07-07
ALL,2020-05-21,29,2020-07-07
ALL,2020-05-22,19,2020-07-07
ALL,2020-05-23,17,2020-07-07
ALL,2020-05-24,18,2020-07-07
ALL,2020-05-25,14,2020-07-07
ALL,2020-05-26,18,2020-07-07
ALL,2020-05-27,22,2020-07-07
ALL,2020-05-28,28,2020-07-07
ALL,2020-05-29,28,2020-07-07
ALL,2020-05-30,27,2020-07-07
ALL,2020-05-31,25,2020-07-07
ALL,2020-06-01,19,2020-07-07
ALL,2020-06-02,26,2020-07-07
ALL,2020-06-03,24,2020-07-07
ALL,2020-06-04,27,2020-07-07
ALL,2020-06-05,25,2020-07-07
ALL,2020-06-06,33,2020-07-07
ALL,2020-06-07,20,2020-07-07
ALL,2020-06-08,31,2020-07-07
ALL,2020-06-09,25,2020-07-07
ALL,2020-06-10,28,2020-07-07
ALL,2020-06-11,30,2020-07-07
ALL,2020-06-12,29,2020-07-07
ALL,2020-06-13,23,2020-07-07
ALL,2020-06-14,23,2020-07-07
ALL,2020-06-15,24,2020-07-07
ALL,2020-06-16,35,2020-07-07
ALL,2020-06-17,39,2020-07-07
ALL,2020-06-18,34,2020-07-07
ALL,2020-06-19,41,2020-07-07
ALL,2020-06-20,28,2020-07-07
ALL,2020-06-21,31,2020-07-07
ALL,2020-06-22,43,2020-07-07
ALL,2020-06-23,45,2020-07-07
ALL,2020-06-24,32,2020-07-07
ALL,2020-06-25,32,2020-07-07
ALL,2020-06-26,24,2020-07-07
ALL,2020-06-27,25,2020-07-07
ALL,2020-06-28,29,2020-07-07
ALL,2020-06-29,40,2020-07-07
ALL,2020-06-30,32,2020-07-07
ALL,2020-07-01,27,2020-07-07
ALL,2020-07-02,26,2020-07-07
ALL,2020-07-03,24,2020-07-07
ALL,2020-07-04,15,2020-07-07
ALL,2020-07-05,15,2020-07-07
ALL,2020-07-06,12,2020-07-07
ALL,2020-03-04,1,2020-07-08
ALL,2020-03-08,1,2020-07-08
ALL,2020-03-09,3,2020-07-08
ALL,2020-03-12,2,2020-07-08
ALL,2020-03-13,1,2020-07-08
ALL,2020-03-14,4,2020-07-08
ALL,2020-03-15,2,2020-07-08
ALL,2020-03-16,1,2020-07-08
ALL,2020-03-17,3,2020-07-08
ALL,2020-03-18,5,2020-07-08
ALL,2020-03-19,3,2020-07-08
ALL,2020-03-20,4,2020-07-08
ALL,2020-03-21,6,2020-07-08
ALL,2020-03-22,7,2020-07-08
ALL,2020-03-23,5,2020-07-08
